,alcohol,volatile acidity,free sulfur dioxide,density,total sulfur dioxide,pH,fixed acidity,residual sugar,sulphates,quality
2617,10.3,0.18,47.0,0.99678,129.0,3.28,6.5,14.2,0.72,7.0
2618,11.3,0.26,48.0,0.99089,126.0,3.22,6.6,2.9,0.38,7.0
2619,9.4,0.35,31.0,0.99537,150.0,3.1,6.6,6.0,0.47,6.0
2620,8.7,0.28,40.0,1.0002,144.0,3.14,6.5,20.4,0.38,5.0
2621,9.4,0.36,29.0,0.99628,140.0,3.07,6.6,10.1,0.4,5.0
2622,11.3,0.26,48.0,0.99089,126.0,3.22,6.6,2.9,0.38,7.0
2623,10.3,0.18,47.0,0.99678,129.0,3.28,6.5,14.2,0.72,7.0
2624,12.0,0.21,20.0,0.99076,80.0,3.39,6.15,3.2,0.47,5.0
2626,10.4,0.24,36.0,0.99316,136.0,3.44,8.0,1.7,0.51,7.0
2627,10.7,0.17,39.0,0.99272,128.0,3.37,7.8,1.7,0.41,7.0
2628,10.2,0.24,42.0,0.99636,219.0,3.47,7.0,9.0,0.46,6.0
2629,10.9,0.6,72.0,0.99202,197.0,3.56,5.8,1.3,0.43,5.0
2630,10.5,0.445,23.0,0.99148,109.0,3.3,5.9,1.4,0.36,6.0
2631,11.7,0.28,36.0,0.99064,100.0,3.26,6.7,2.4,0.39,7.0
2632,8.6,0.44,61.0,0.99884,186.0,3.13,6.8,16.0,0.45,5.0
2633,9.0,0.24,40.0,0.99773,174.0,3.2,7.2,11.4,0.44,5.0
2634,8.7,0.31,27.0,1.00013,191.0,2.96,8.7,14.35,0.88,5.0
2635,12.8,0.32,26.0,0.98974,87.0,3.1,8.2,2.1,0.47,6.0
2636,9.0,0.24,40.0,0.99773,174.0,3.2,7.2,11.4,0.44,5.0
2637,8.7,0.31,27.0,1.00013,191.0,2.96,8.7,14.35,0.88,5.0
2638,11.8,0.13,42.0,0.99112,104.0,3.28,7.5,1.1,0.53,6.0
2639,11.6,0.14,36.0,0.99136,84.0,3.05,9.2,1.1,0.55,6.0
2640,11.8,0.2,28.0,0.99132,89.0,3.14,7.4,1.2,0.61,6.0
2641,10.6,0.15,55.0,0.99642,158.0,3.24,6.1,15.8,0.37,5.0
2642,9.7,0.23,14.0,0.99488,91.0,3.17,7.6,5.2,0.8,5.0
2643,10.3,0.33,24.0,0.99527,151.0,3.22,8.1,5.2,0.47,5.0
2644,10.2,0.17,56.0,0.99578,178.0,3.15,7.15,9.6,0.44,6.0
2645,10.1,0.12,38.0,0.99352,113.0,3.33,6.7,5.2,0.44,7.0
2646,10.9,0.18,9.0,0.99199,71.0,3.7,5.7,1.2,0.68,7.0
2647,9.3,0.15,43.0,0.99198,127.0,3.24,5.8,0.8,0.51,5.0
2648,10.2,0.23,29.0,0.99756,144.0,3.33,6.6,14.45,0.54,6.0
2649,10.2,0.17,56.0,0.99578,178.0,3.15,7.15,9.6,0.44,6.0
2650,9.5,0.34,43.0,0.99561,162.0,3.11,7.0,6.9,0.53,5.0
2651,9.3,0.68,25.0,0.99347,146.0,3.18,6.4,3.4,0.4,5.0
2652,12.9,0.22,45.0,0.98936,80.0,3.06,7.3,2.3,0.34,7.0
2653,8.7,0.28,45.0,0.99786,148.0,3.14,6.4,11.0,0.46,5.0
2655,10.1,0.19,71.0,0.9942,204.0,3.23,6.8,5.1,0.69,5.0
2656,10.0,0.23,60.0,0.9948,196.0,3.19,7.1,5.4,0.78,4.0
2657,11.1,0.14,51.0,0.99116,129.0,3.27,6.45,1.2,0.69,7.0
2658,10.3,0.15,65.0,0.99688,158.0,3.26,6.5,12.6,0.7,7.0
2659,12.2,0.15,27.0,0.98974,73.0,3.24,7.1,1.0,0.41,6.0
2660,9.3,0.33,35.0,0.99542,156.0,3.11,6.7,6.6,0.48,6.0
2661,11.3,0.3,46.0,0.99154,178.0,3.19,7.2,1.5,0.56,6.0
2662,10.8,0.23,46.0,0.99118,110.0,3.04,7.0,1.0,0.65,6.0
2663,11.2,0.13,15.0,0.99044,86.0,2.98,8.0,1.1,0.39,8.0
2664,12.5,0.21,36.0,0.9914,91.0,3.32,6.2,6.6,0.45,7.0
2665,9.3,0.4,15.0,0.9979,122.0,3.39,8.3,8.2,0.49,5.0
2666,12.9,0.34,38.0,0.98892,142.0,3.4,5.9,2.0,0.41,7.0
2667,11.2,0.12,21.0,0.99114,131.0,3.2,6.6,1.4,0.45,7.0
2668,12.6,0.655,21.0,0.99188,120.0,3.0,9.6,2.0,1.0,6.0
2669,9.3,0.26,45.0,0.99583,179.0,3.2,6.8,7.5,0.49,5.0
2670,12.9,0.34,38.0,0.98892,142.0,3.4,5.9,2.0,0.41,7.0
2671,12.9,0.3,38.0,0.98892,142.0,3.41,5.9,2.0,0.41,7.0
2672,9.5,0.15,46.0,0.99704,120.0,3.2,7.0,13.3,0.36,7.0
2673,11.9,0.37,5.0,0.9911,24.0,3.19,7.9,2.85,0.36,6.0
2674,10.3,0.35,23.0,0.99334,120.0,2.93,7.2,5.6,0.66,7.0
2675,10.3,0.32,23.0,0.99334,120.0,2.92,7.2,5.6,0.66,7.0
2676,11.2,0.1,33.0,0.99094,93.0,3.06,7.6,1.0,0.68,6.0
2677,12.0,0.25,32.0,0.99014,150.0,3.18,6.2,3.2,0.31,6.0
2678,9.6,0.31,21.0,0.99304,144.0,3.13,7.1,1.0,0.4,5.0
2679,9.2,0.18,29.0,0.99652,110.0,3.2,7.6,7.1,0.42,6.0
2680,12.9,0.17,52.0,0.98944,119.0,3.03,8.0,2.4,0.33,6.0
2681,9.3,0.19,46.0,0.99772,149.0,2.99,7.2,11.2,0.59,6.0
2682,12.1,0.32,15.0,0.99367,136.0,3.1,7.6,9.5,0.44,6.0
2683,9.6,0.31,21.0,0.99304,144.0,3.13,7.1,1.0,0.4,5.0
2684,11.2,0.21,35.0,0.99183,128.0,3.37,6.6,1.8,0.48,6.0
2685,11.2,0.16,28.0,0.99126,98.0,3.11,7.0,2.6,0.37,7.0
2686,12.9,0.17,52.0,0.98944,119.0,3.03,8.0,2.4,0.33,6.0
2687,9.2,0.24,56.0,0.99577,187.0,3.21,6.6,8.0,0.46,5.0
2688,9.3,0.19,46.0,0.99772,149.0,2.99,7.2,11.2,0.59,6.0
2689,9.2,0.18,29.0,0.99652,110.0,3.2,7.6,7.1,0.42,6.0
2690,9.3,0.3,26.0,0.99428,124.0,3.18,6.9,3.3,0.5,6.0
2691,10.7,0.28,26.0,0.99388,108.0,3.2,6.2,10.3,0.36,6.0
2692,9.8,0.31,20.0,0.99208,166.0,3.05,6.9,1.2,0.54,6.0
2693,10.3,0.23,28.0,0.99256,143.0,3.3,6.7,1.6,0.54,6.0
2694,10.7,0.28,26.0,0.99388,108.0,3.2,6.2,10.3,0.36,6.0
2695,11.3,0.23,26.0,0.9925,121.0,3.28,5.7,9.65,0.38,6.0
2696,8.8,0.22,36.0,0.99904,182.0,3.02,6.5,16.4,0.49,6.0
2697,10.8,0.18,16.0,0.99216,104.0,3.18,7.0,1.5,0.5,5.0
2698,9.8,0.31,20.0,0.99208,166.0,3.05,6.9,1.2,0.54,6.0
2699,9.3,0.3,26.0,0.99428,124.0,3.18,6.9,3.3,0.5,6.0
2700,11.5,0.46,15.0,0.99165,72.0,3.26,6.5,5.0,0.6,7.0
2701,8.8,0.23,43.0,0.99924,133.0,3.26,6.5,16.3,0.41,5.0
2702,8.8,0.23,43.0,0.99924,133.0,3.26,6.5,16.3,0.41,5.0
2703,8.8,0.23,43.0,0.99924,133.0,3.26,6.5,16.3,0.41,5.0
2704,9.4,0.26,68.0,0.9956,201.0,3.19,6.6,6.5,0.38,6.0
2705,9.4,0.26,64.0,0.99562,200.0,3.19,6.7,6.4,0.38,6.0
2706,9.6,0.28,59.0,0.9972,209.0,3.16,7.5,10.2,0.63,6.0
2707,8.8,0.23,43.0,0.99924,133.0,3.26,6.5,16.3,0.41,5.0
2708,9.3,0.23,56.0,0.9958,189.0,3.22,6.8,7.4,0.48,6.0
2709,8.9,0.25,66.0,0.99976,184.0,3.22,7.8,13.7,0.75,5.0
2710,8.9,0.25,66.0,0.99976,184.0,3.22,7.8,13.7,0.75,5.0
2711,10.0,0.2,25.0,0.99296,155.0,3.74,5.6,1.3,0.43,5.0
2712,9.1,0.21,47.0,0.9957,182.0,3.24,6.4,7.4,0.46,5.0
2713,9.3,0.23,56.0,0.9958,189.0,3.22,6.8,7.4,0.48,6.0
2714,9.4,0.24,59.0,0.99579,188.0,3.2,6.8,7.45,0.5,6.0
2715,10.1,0.25,46.0,0.99541,179.0,3.14,7.8,7.2,0.6,6.0
2716,8.9,0.25,66.0,0.99976,184.0,3.22,7.8,13.7,0.75,5.0
2717,10.8,0.16,59.0,0.99518,143.0,3.2,6.8,10.4,0.4,6.0
2718,10.0,0.28,18.0,0.99168,69.0,3.24,5.2,1.1,0.54,6.0
2719,10.9,0.18,53.0,0.99276,160.0,3.03,7.5,6.5,0.38,6.0
2720,12.0,0.26,29.0,0.99085,92.0,3.15,7.5,4.6,0.38,7.0
2721,9.3,0.37,22.0,0.99873,171.0,2.99,8.2,13.9,0.8,5.0
2722,12.3,0.4,32.0,0.99172,101.0,3.22,7.6,5.2,0.62,7.0
2723,10.4,0.26,29.0,0.99312,129.0,3.45,7.5,1.7,0.56,6.0
2724,10.9,0.18,53.0,0.99276,160.0,3.03,7.5,6.5,0.38,6.0
2725,10.5,0.23,62.0,0.9972,153.0,3.22,6.9,16.4,0.42,5.0
2726,9.8,0.2,22.0,0.99278,91.0,3.41,5.3,3.6,0.5,6.0
2727,10.5,0.17,34.0,0.99092,121.0,3.06,6.5,1.5,0.46,6.0
2729,11.4,0.29,24.0,0.99053,79.0,3.27,6.5,1.7,0.69,7.0
2730,9.2,0.3,41.0,0.99858,190.0,3.18,6.8,6.2,0.51,5.0
2731,9.7,0.51,30.0,0.9984,173.0,3.09,7.9,6.2,0.53,5.0
2732,10.0,0.51,13.0,0.99335,135.0,3.09,7.9,2.6,0.51,5.0
2733,11.4,0.29,24.0,0.99053,79.0,3.27,6.5,1.7,0.69,7.0
2734,10.3,0.29,50.0,0.9949,141.0,3.13,7.1,9.3,0.49,6.0
2736,10.5,0.17,34.0,0.99092,121.0,3.06,6.5,1.5,0.46,6.0
2737,9.8,0.2,29.0,0.99532,95.0,3.16,7.4,9.1,0.47,7.0
2738,9.3,0.615,24.0,0.99727,131.0,3.19,6.9,12.0,0.34,5.0
2739,12.4,0.32,25.0,0.99026,100.0,3.08,6.8,4.8,0.47,7.0
2740,9.3,0.2,54.0,0.99668,145.0,3.16,6.3,12.3,0.42,6.0
2741,9.3,0.615,24.0,0.99727,131.0,3.19,6.9,12.0,0.34,5.0
2742,9.5,0.23,49.0,0.9952,165.0,3.26,8.0,2.7,0.72,6.0
2743,10.5,0.27,9.0,0.99144,45.0,3.08,6.7,3.6,0.4,6.0
2744,10.5,0.27,9.0,0.99144,45.0,3.08,6.7,3.6,0.4,6.0
2745,12.8,0.44,19.0,0.99015,99.0,3.26,6.7,4.3,0.53,7.0
2746,10.8,0.34,44.0,0.9914,142.0,2.99,7.0,1.8,0.45,6.0
2747,10.0,0.26,48.0,0.99693,127.0,3.1,7.3,11.8,0.55,6.0
2749,10.0,0.26,48.0,0.99693,127.0,3.1,7.3,11.8,0.55,6.0
2751,12.0,0.17,38.0,0.99006,108.0,3.19,6.8,1.4,0.66,6.0
2752,12.6,0.43,15.0,0.99126,138.0,3.18,7.1,6.6,0.46,6.0
2753,11.9,0.315,15.0,0.98994,70.0,3.37,5.8,1.55,0.4,8.0
2754,10.6,0.17,5.0,0.98985,28.0,3.13,5.9,0.7,0.32,5.0
2755,9.2,0.34,47.0,0.9971,240.0,3.42,6.6,6.4,0.48,5.0
2756,10.0,0.33,42.0,0.99882,240.0,3.17,8.6,11.8,0.52,6.0
2757,9.2,0.12,18.0,0.99477,97.0,3.36,5.6,4.3,0.46,5.0
2758,9.3,0.13,19.0,0.99478,103.0,3.36,5.8,5.1,0.47,6.0
2759,10.2,0.18,25.0,0.99576,144.0,3.24,7.7,5.8,0.54,6.0
2760,10.2,0.16,25.0,0.99578,148.0,3.25,7.7,5.9,0.54,6.0
2761,8.7,0.26,51.0,0.99354,154.0,3.14,6.0,1.3,0.51,5.0
2762,10.7,0.32,8.0,0.99244,163.0,3.24,7.3,1.4,0.42,5.0
2763,12.1,0.3,4.0,0.99084,119.0,3.18,7.7,1.2,0.34,6.0
2764,9.5,0.16,58.0,0.99612,152.0,3.12,7.9,7.4,0.37,6.0
2765,11.2,0.27,17.0,0.99356,118.0,3.18,6.4,10.8,0.37,6.0
2766,12.0,0.16,36.0,0.98952,95.0,2.93,6.9,1.8,0.59,6.0
2767,9.5,0.16,58.0,0.99612,152.0,3.12,7.9,7.4,0.37,6.0
2768,12.1,0.3,4.0,0.99084,119.0,3.18,7.7,1.2,0.34,6.0
2769,10.7,0.32,8.0,0.99244,163.0,3.24,7.3,1.4,0.42,5.0
2770,8.8,0.44,29.0,0.99955,228.0,3.26,6.4,14.4,0.54,7.0
2771,10.8,0.2,36.0,0.99374,135.0,3.8,6.3,1.7,0.66,6.0
2772,13.1,0.29,39.0,0.9892,138.0,3.31,6.2,3.6,0.37,7.0
2773,12.5,0.39,22.0,0.99144,93.0,3.08,7.6,3.6,0.6,7.0
2774,11.7,0.36,37.0,0.99352,131.0,3.09,7.0,10.05,0.33,8.0
2775,11.7,0.36,37.0,0.99352,131.0,3.09,7.0,10.05,0.33,8.0
2776,11.6,0.36,35.0,0.9935,135.0,3.09,7.0,10.5,0.33,8.0
2777,11.3,0.2,24.0,0.99237,111.0,3.29,7.6,1.9,0.54,6.0
2778,12.5,0.39,22.0,0.99144,93.0,3.08,7.6,3.6,0.6,7.0
2779,11.4,0.2,42.0,0.99022,103.0,3.11,6.7,1.65,0.45,5.0
2780,12.2,0.235,4.0,0.99032,117.0,3.4,6.2,1.9,0.44,5.0
2781,11.7,0.965,8.0,1.03898,160.0,3.39,7.8,65.8,0.69,6.0
2782,10.4,0.2,32.0,0.99587,211.0,3.31,7.1,6.85,0.59,6.0
2783,10.4,0.2,32.0,0.99587,211.0,3.31,7.1,7.4,0.59,6.0
2784,10.4,0.2,32.0,0.99587,211.0,3.31,7.1,7.4,0.59,6.0
2785,9.1,0.24,35.0,0.99976,157.0,3.17,6.4,20.2,0.5,5.0
2786,12.2,0.3,8.0,0.99354,70.0,3.05,8.0,11.0,0.41,6.0
2787,9.1,0.24,35.0,0.99976,157.0,3.17,6.4,20.2,0.5,5.0
2788,9.4,0.4,41.0,0.99552,176.0,3.12,6.9,6.2,0.54,5.0
2789,9.4,0.4,42.0,0.99552,178.0,3.11,6.9,6.2,0.53,5.0
2790,10.4,0.2,32.0,0.99587,211.0,3.31,7.1,6.85,0.59,6.0
2791,9.2,0.25,61.0,0.99604,189.0,3.22,6.6,8.0,0.49,5.0
2792,9.4,0.26,52.0,0.99584,183.0,3.2,6.8,8.2,0.51,5.0
2793,13.5,0.37,39.0,0.98894,107.0,3.22,6.5,2.2,0.53,7.0
2794,9.4,0.35,37.0,0.9963,151.0,3.07,6.8,10.1,0.4,5.0
2795,10.9,0.22,15.0,0.993,83.0,3.13,6.4,7.2,0.55,8.0
2796,13.5,0.37,39.0,0.98894,107.0,3.22,6.5,2.2,0.53,7.0
2797,9.4,0.35,37.0,0.9963,151.0,3.07,6.8,10.1,0.4,5.0
2798,11.4,0.31,34.0,0.99068,114.0,3.19,6.9,1.6,0.45,7.0
2799,12.4,0.16,45.0,0.98964,125.0,3.19,6.7,1.3,0.51,7.0
2800,9.2,0.25,61.0,0.99604,189.0,3.22,6.6,8.0,0.49,5.0
2801,9.4,0.26,52.0,0.99584,183.0,3.2,6.8,8.2,0.51,5.0
2802,10.5,0.15,8.0,0.9923,79.0,3.3,5.6,5.3,0.39,6.0
2803,11.5,0.15,16.0,0.99437,99.0,3.26,5.5,14.0,0.38,8.0
2804,10.9,0.22,15.0,0.993,83.0,3.13,6.4,7.2,0.55,8.0
2805,10.8,0.2,36.0,0.99238,123.0,3.34,7.3,1.6,0.44,6.0
2806,8.9,0.17,52.0,0.99801,148.0,3.03,7.5,11.8,0.46,5.0
2807,8.9,0.18,53.0,0.99802,151.0,3.03,7.5,9.6,0.46,5.0
2808,9.4,0.27,60.0,0.99566,184.0,3.2,7.0,6.1,0.5,6.0
2809,12.2,0.32,25.0,0.99067,153.0,3.44,5.8,2.7,0.73,7.0
2810,12.1,0.26,22.0,0.99066,100.0,2.99,7.8,3.6,0.47,7.0
2811,10.9,0.3,23.0,0.9929,128.0,3.17,7.4,1.7,0.66,5.0
2812,10.1,0.16,27.0,0.9934,109.0,3.34,6.7,1.6,0.58,6.0
2813,12.2,0.32,25.0,0.99067,153.0,3.44,5.8,2.7,0.73,7.0
2814,13.0,0.19,14.0,0.98912,71.0,3.31,6.7,1.0,0.38,7.0
2815,11.0,0.36,15.0,0.99066,72.0,3.23,6.6,0.9,0.39,5.0
2816,10.8,0.17,24.0,0.99228,126.0,3.19,7.2,1.6,0.49,5.0
2817,13.0,0.19,14.0,0.98912,71.0,3.31,6.7,1.0,0.38,7.0
2818,9.3,0.11,69.0,0.9958,148.0,2.91,6.0,10.6,0.34,4.0
2819,11.4,0.21,63.0,0.99052,123.0,3.44,6.0,2.0,0.42,6.0
2820,9.2,0.325,49.0,0.99312,120.0,2.99,6.7,1.2,0.38,5.0
2821,9.9,0.4,42.0,0.9968,241.0,3.5,6.6,6.2,0.6,5.0
2822,10.5,0.2,25.0,0.99502,150.0,3.22,6.5,9.2,0.44,5.0
2823,12.4,0.27,18.0,0.99084,56.0,3.06,7.6,5.0,0.48,6.0
2824,9.5,0.26,52.0,0.99573,172.0,3.18,7.2,6.3,0.53,6.0
2825,10.5,0.25,41.0,0.99256,161.0,3.16,6.3,3.3,0.5,6.0
2826,9.1,0.22,52.0,0.9959,196.0,3.23,6.5,8.0,0.48,6.0
2827,11.5,0.14,53.0,0.99084,138.0,3.38,6.4,1.2,0.35,7.0
2828,11.5,0.14,53.0,0.99084,138.0,3.38,6.4,1.2,0.35,7.0
2829,11.2,0.26,31.0,0.99644,170.0,3.17,7.1,16.2,0.37,5.0
2830,10.8,0.22,59.0,0.99526,140.0,3.22,6.6,11.6,0.4,5.0
2831,9.4,0.45,31.0,0.9954,186.0,3.12,6.6,7.2,0.44,5.0
2832,11.0,0.17,13.0,0.99095,73.0,3.17,6.6,1.1,0.58,6.0
2833,11.3,0.44,22.0,0.99188,112.0,3.21,7.2,3.4,0.37,7.0
2834,11.2,0.15,51.0,0.9909,117.0,3.28,6.2,1.4,0.38,6.0
2835,10.5,0.25,41.0,0.99256,161.0,3.16,6.3,3.3,0.5,6.0
2836,9.1,0.22,52.0,0.9959,196.0,3.23,6.5,8.0,0.48,6.0
2837,10.4,0.26,35.0,0.99581,154.0,3.21,7.3,9.3,0.5,6.0
2838,11.2,0.15,14.0,0.99132,82.0,3.1,6.9,2.3,0.58,7.0
2839,11.1,0.22,34.0,0.98936,89.0,3.14,5.8,0.9,0.36,7.0
2840,11.2,0.37,23.0,0.99136,92.0,3.18,6.5,3.5,0.38,6.0
2841,10.5,0.375,17.0,0.99142,98.0,3.29,5.5,1.7,0.39,6.0
2842,10.0,0.2,23.0,0.99232,92.0,3.2,5.9,1.3,0.45,6.0
2843,10.0,0.22,24.0,0.99232,90.0,3.2,5.9,1.3,0.47,6.0
2844,10.9,0.22,24.0,0.993,97.0,3.1,8.0,5.6,0.42,5.0
2845,10.9,0.22,16.0,0.99311,87.0,3.15,6.5,7.4,0.56,7.0
2846,11.2,0.15,14.0,0.99132,82.0,3.1,6.9,2.3,0.58,7.0
2847,11.7,0.2,40.0,0.98993,86.0,3.5,5.8,1.0,0.42,5.0
2848,10.0,0.31,55.0,0.99208,144.0,3.16,6.6,1.5,0.42,5.0
2849,9.5,0.43,22.0,0.99776,210.0,3.02,7.7,10.0,0.64,5.0
2850,9.0,0.24,55.0,0.99839,136.0,3.03,6.7,14.9,0.52,5.0
2851,10.0,0.23,19.0,0.99574,86.0,3.04,7.3,9.3,0.56,5.0
2852,11.9,0.2,37.0,0.99093,154.0,3.08,7.9,1.0,0.43,5.0
2853,10.6,0.16,40.0,0.99156,101.0,3.57,5.3,1.0,0.59,6.0
2854,11.0,0.21,29.0,0.99278,101.0,3.15,6.4,5.9,0.4,6.0
2855,11.2,0.33,46.0,0.9924,143.0,3.25,6.9,5.0,0.43,7.0
2856,12.0,0.18,29.0,0.98984,129.0,3.51,5.6,1.25,0.6,7.0
2857,12.6,0.29,39.0,0.99035,96.0,3.24,6.6,3.9,0.6,8.0
2858,11.2,0.33,46.0,0.9924,143.0,3.25,6.9,5.0,0.43,7.0
2859,10.5,0.21,48.0,0.99165,113.0,3.24,6.6,0.8,0.68,6.0
2860,10.2,0.21,66.0,0.9923,144.0,3.11,7.3,1.0,0.52,6.0
2861,11.0,0.21,29.0,0.99278,101.0,3.15,6.4,5.9,0.4,6.0
2862,12.2,0.11,12.0,0.99008,90.0,3.57,5.1,1.6,0.52,6.0
2863,12.3,0.15,19.0,0.98964,76.0,3.18,6.5,1.3,0.41,6.0
2864,10.6,0.16,40.0,0.99156,101.0,3.57,5.3,1.0,0.59,6.0
2865,10.4,0.19,33.0,0.9909,115.0,3.36,5.6,1.1,0.5,6.0
2866,12.0,0.18,29.0,0.98984,129.0,3.51,5.6,1.25,0.6,7.0
2867,12.7,0.48,22.0,0.9889,121.0,3.15,6.7,1.4,0.53,7.0
2868,10.6,0.23,18.0,0.99178,128.0,3.05,6.2,1.2,0.28,5.0
2869,12.3,0.17,25.0,0.99076,108.0,3.14,6.0,5.0,0.34,6.0
2870,12.7,0.48,22.0,0.9889,121.0,3.15,6.7,1.4,0.53,7.0
2871,11.4,0.15,20.0,0.99046,84.0,3.09,6.7,1.7,0.53,6.0
2873,12.4,0.21,38.0,0.98946,95.0,3.23,5.8,1.6,0.94,8.0
2874,12.1,0.23,74.0,0.98976,121.0,3.24,5.4,1.5,0.99,7.0
2875,11.4,0.15,20.0,0.99046,84.0,3.09,6.7,1.7,0.53,6.0
2876,10.7,0.22,57.0,0.99672,135.0,3.21,6.4,13.9,0.38,5.0
2877,9.3,0.15,75.0,0.99482,162.0,2.97,6.5,5.9,0.4,5.0
2878,12.7,0.32,35.0,0.98945,138.0,3.37,5.9,2.1,0.42,6.0
2879,11.7,0.37,24.0,0.98883,88.0,3.18,5.7,1.1,0.39,6.0
2880,10.7,0.25,22.0,0.99362,64.0,2.93,7.9,6.7,0.49,5.0
2881,11.8,0.21,38.0,0.99075,94.0,2.99,7.2,2.7,0.43,7.0
2882,9.9,0.24,37.0,0.99436,125.0,3.2,7.0,6.7,0.39,5.0
2883,13.4,0.475,16.0,0.98988,81.0,3.23,6.8,3.95,0.53,7.0
2884,12.8,0.28,30.0,0.99158,114.0,3.12,7.0,7.75,0.64,7.0
2885,12.8,0.4,24.0,0.99265,87.0,3.15,6.9,10.6,0.45,6.0
2886,10.5,0.41,18.0,0.99195,101.0,3.13,6.6,1.6,0.41,5.0
2887,11.5,0.2,24.0,0.99168,84.0,3.31,6.4,2.5,0.55,5.0
2888,10.5,0.22,5.0,0.9918,25.0,3.04,8.5,0.7,0.37,4.0
2889,13.0,0.36,21.0,0.99313,132.0,2.95,8.4,11.1,0.39,6.0
2890,12.4,0.285,64.0,0.9895,138.0,3.19,5.2,5.15,0.34,8.0
2891,10.2,0.2,40.0,0.9932,148.0,3.16,6.9,4.7,0.35,6.0
2892,9.0,0.42,67.0,0.99848,234.0,3.23,6.7,9.7,0.5,5.0
2894,11.7,0.125,22.0,0.99014,68.0,3.15,6.4,1.4,0.5,7.0
2895,10.0,0.44,20.0,0.9952,180.0,3.58,6.4,2.0,0.57,5.0
2896,10.3,0.31,42.0,0.99652,218.0,3.37,7.0,7.5,0.54,5.0
2897,9.0,0.42,67.0,0.99848,234.0,3.23,6.7,9.7,0.5,5.0
2898,11.1,0.18,25.0,0.99104,78.0,2.99,8.6,0.8,0.38,5.0
2899,9.0,0.21,59.0,0.99772,150.0,3.31,6.2,13.1,0.46,5.0
2900,10.5,0.16,37.0,0.9922,97.0,3.4,6.1,1.1,0.58,6.0
2901,11.9,0.22,36.0,0.99076,92.0,3.27,6.5,2.2,0.59,7.0
2902,9.4,0.36,38.0,0.99622,155.0,3.27,6.2,8.9,0.5,5.0
2903,11.4,0.21,26.0,0.9902,81.0,3.31,5.7,1.1,0.52,6.0
2904,10.8,0.25,40.0,0.99114,114.0,3.31,6.4,0.9,0.58,7.0
2905,9.8,0.31,40.0,0.9938,157.0,3.1,7.6,1.7,0.46,5.0
2906,9.3,0.26,59.0,0.99594,183.0,3.2,6.6,6.9,0.45,5.0
2907,11.4,0.21,26.0,0.9902,81.0,3.31,5.7,1.1,0.52,6.0
2908,11.3,0.2,22.0,0.99035,73.0,3.24,6.2,1.0,0.52,6.0
2909,11.3,0.18,23.0,0.99032,73.0,3.23,6.2,1.0,0.52,6.0
2910,9.5,0.37,49.0,0.99558,170.0,3.22,6.1,7.6,0.48,5.0
2911,9.4,0.36,38.0,0.99622,155.0,3.27,6.2,8.9,0.5,5.0
2912,11.9,0.22,36.0,0.99076,92.0,3.27,6.5,2.2,0.59,7.0
2913,9.3,0.18,49.0,0.99413,199.0,3.03,7.7,1.2,0.38,5.0
2914,11.4,0.14,22.0,0.99043,81.0,3.03,6.9,1.0,0.54,6.0
2915,11.4,0.14,22.0,0.99043,81.0,3.03,6.9,1.0,0.54,6.0
2916,12.7,0.44,57.0,0.98982,128.0,3.22,6.0,3.1,0.39,6.0
2917,13.5,0.36,26.0,0.98934,118.0,3.2,7.1,1.95,0.45,7.0
2918,11.2,0.28,15.0,0.9902,65.0,3.06,5.7,2.2,0.52,6.0
2919,10.7,0.16,38.0,0.99449,118.0,3.19,6.4,8.75,0.41,5.0
2920,10.8,0.28,13.0,0.99629,92.0,3.01,7.4,11.9,0.46,4.0
2921,10.5,0.39,27.0,0.9948,202.0,3.46,6.7,2.7,0.57,6.0
2922,13.0,0.44,44.0,0.98984,137.0,3.13,6.5,5.45,0.32,8.0
2923,10.8,0.22,41.0,0.99326,131.0,3.08,6.9,6.3,0.49,6.0
2924,9.1,0.22,39.0,0.99834,118.0,3.05,6.6,14.4,0.5,6.0
2925,10.1,0.25,67.0,0.99555,196.0,3.1,7.7,7.8,0.5,5.0
2926,11.9,0.155,13.0,0.98975,59.0,3.3,5.2,1.6,0.84,8.0
2927,12.0,0.31,45.0,0.99216,140.0,2.98,7.0,9.1,0.31,7.0
2928,12.0,0.31,45.0,0.99216,140.0,2.98,7.0,9.1,0.31,7.0
2929,9.1,0.22,39.0,0.99834,118.0,3.05,6.6,14.4,0.5,6.0
2931,11.9,0.155,13.0,0.98975,59.0,3.3,5.2,1.6,0.84,8.0
2932,10.2,0.25,69.0,0.99573,192.0,3.14,6.4,11.3,0.5,6.0
2933,10.8,0.22,41.0,0.99326,131.0,3.08,6.9,6.3,0.49,6.0
2934,9.8,0.21,11.0,0.99215,66.0,3.3,5.3,0.7,0.4,5.0
2935,11.4,0.27,3.0,0.98993,89.0,2.95,7.1,1.25,0.3,4.0
2936,9.8,0.17,11.0,0.99218,68.0,3.3,5.2,0.7,0.41,5.0
2937,10.1,0.25,67.0,0.99555,196.0,3.1,7.7,7.8,0.5,5.0
2938,9.8,0.12,41.0,0.99564,98.0,3.19,7.0,10.3,0.38,8.0
2939,9.8,0.12,41.0,0.99564,98.0,3.19,7.0,10.3,0.38,8.0
2940,10.7,0.29,49.0,0.99397,128.0,3.21,7.1,7.8,0.4,6.0
2941,10.6,0.3,14.0,0.99576,111.0,3.11,7.2,8.7,0.61,5.0
